id,title,author,cover,price,categories,sales,stock,synopsis
85,A TU LADO. MI LUGAR FAVORITO,PATRICIA HEGARTY,https://res.cloudinary.com/de2ohcmjr/image/upload/v1709657774/proyecto13/aTuLado_flwci4.jpg,9.45,10,542,23,El contacto físico a través de abrazos y caricias es vital en los primeros meses de vida de los bebés; pero también sigue siendo muy importante a medida que van creciendo. Este libro con solapas creará un momento muy especial y es la excusa perfecta para demostrar amor incondicional hacia nuestras criaturas tengan la edad que tengan. A los peques les encantará pasar las páginas y; con un sencillo efecto de las solapas; juntar a las mamás y papás con sus crías y fundirlas en un bonito abrazo.
86,ADIVINA CUANTO TE QUIERO,SAM MCBRATNEY,https://res.cloudinary.com/de2ohcmjr/image/upload/v1709657774/proyecto13/adivinaCuantoTeQuiero_uujbdy.jpg,13.77,10,454,3,A veces; cuando queremos a alguien mucho; mucho; intentamos encontrar el modo de describir el tamaño de nuestros sentimientos. Pero como nos muestra esta maravillosa historia; el amor no es algo fácil de medir.
87,COCODRILO,ANTONIO RUBIO,https://res.cloudinary.com/de2ohcmjr/image/upload/v1709657775/proyecto13/cocodrilo_ncfnfl.jpg,9.02,10,544,34,La colección De la cuna a la luna está dirigida a niños y niñas de 0 a 3 años de edad; para quienes se han diseñado especialmente estos pictogramas poéticos o poegramas; un término acuñado para designar una nueva modalidad de poesía pictográfica basada en la búsqueda de un ritmo de lectura que ayude a educar el ojo y endulzar el oído; del pequeño lector; como explica Antonio Rubio.Por su parte; Óscar Villán -Premio Nacional de Ilustración 1999- elabora la propuesta estética de estos cinco libros. Su trabajo es totalmente artesanal; con pinceladas y tonalidades de color fácilmente apreciables; hasta el punto de que las texturas pueden casi palparse. La imagen resalta sobre un fondo claro; el dibujo es sencillo y reconocible; con el toque personal de Villán.
88,MIS PRIMERAS CANCIONES EN INGLES,SEVERINE CORDIER,https://res.cloudinary.com/de2ohcmjr/image/upload/v1709657803/proyecto13/misPrimerasCancionesEnIngles_uoe3mg.jpg,9.45,10,655,45,Divertidos libros que acercan la música clásica a los más pequeños /¡Pásalo en grande aprendiendo tus primeras canciones en inglés! ¡Canciones populares que te harán cantar y bailar! 
89,MI PEQUEÑO LIBRO-PUZLE. LA GRANJA,VV.AA.,https://res.cloudinary.com/de2ohcmjr/image/upload/v1709657795/proyecto13/laGranja_ka5qal.jpg,14.15,10,767,56,Un original libro-puzle con el que el niño aprenderá el vocabulario relacionado con la granja de forma dinámica y divertida. Tambien desarrollará su capacidad psicomotriz potenciando la observación; la asociación y la manipulación; ya que deberá encajar las piezas extraíbles en los lugares correspondientes.
90,¡TOCA Y CONTEMPLA! COLORES,BENEDETTA NIGELLI,https://res.cloudinary.com/de2ohcmjr/image/upload/v1709657775/proyecto13/colores_vws6yo.jpg,8.50,10,342,4,¡Toca y contempla el mundo de los colores! Un fantástico libro lleno de los colores principales y con distintas texturas que permitirán a los más peques experimentar y aprender al mismo tiempo. Apto para niños mayores de 10 meses.
91,HAIKYU!! Nº 25,HARUICHI FURUDATE,https://res.cloudinary.com/de2ohcmjr/image/upload/v1709657789/proyecto13/haikyu_zfwwfx.jpg,8.07,9,543,4,Aunque no han dejado que Hinata se entrene en la concentración de alumnos selectos de primero de la prefectura de Miyagi; ¡¡el está intentando aprender vorazmente!! Por otro lado; Kageyama está participando en la concentración de la selección japonesa sub-19; ¡y parece que empieza a preocuparse por cómo tratar con sus compañeros! Los chicos disputarán un último partido antes del torneo de primavera contra el Date Industrial; ¡¡pero la grabación será un añadido muy sustancial!!
92,JUJUTSU KAISEN 1,GEGE AKUTAMI,https://res.cloudinary.com/de2ohcmjr/image/upload/v1709657791/proyecto13/jujustsu_zavzit.jpg,7.60,9,654,43,LLEGA JUJUTSU KAISEN; EL SHÔNEN QUE ESTÁ CAUSANDO FUROR EN JAPÓN! Yûji Itadori es un estudiante con unas habilidades físicas excepcionales. Todos los días; como rutina; va al hospital a visitar a su abuelo enfermo y decide apuntarse al club de ocultismo del instituto para no dar un palo al agua... Sin embargo; un buen día el sello del talismán que se hallaba escondido en su instituto se rompe; y comienzan a aparecer unos monstruos. Ante este giro de los acontecimientos; Itadori decide adentrarse en el instituto para salvar a sus compañeros. ¿Qué le deparará el destino?
93,TOKYO REVENGERS 16,KEN WAKUI,https://res.cloudinary.com/de2ohcmjr/image/upload/v1709657813/proyecto13/tokyoRevengers_xmb1aa.jpg,15.20,9,645,45,El impulso oscuro de Mikey se desata y deja al descubierto el misterio de los viajes en el tiempo y su relación con el pasado y el presente de Takemichi... Empieza la última entrega de la venganza en la que el nuestro protagonista y sus compañeros se juegan la vida!
94,DRAGON BALL SUPER Nº 01,AKIRA TORIYAMA,https://res.cloudinary.com/de2ohcmjr/image/upload/v1709657777/proyecto13/dragonBall_ymiwb9.jpg,8.07,9,10000,23,¡Llega el primer tomo recopilatorio del regreso del mejor manga shônen!/Han pasado varios meses desde la formidable batalla entre Goku y el monstruo Bû.../El mundo ha recuperado la paz; pero ¡¡una nueva amenaza se cierne ahora sobre él!!¿¡Esta vez; el enemigo llega desde el“sexto universo”!? ¡¡Empieza una nueva obra de Dragon Ball que; bajo las directrices originales de Akira Toriyama; retoma el hilo de la historia original!!
95,ONE PIECE Nº 106,EIICHIRO ODA,https://res.cloudinary.com/de2ohcmjr/image/upload/v1709657805/proyecto13/onePiece_ko5vlf.jpg,8.07,9,4333,43,La banda del Sombrero de paja llega a la isla del futuro Egghead. ¡Allí está el laboratorio del doctor Vegapunk; donde el corazón aventurero de Luffy palpita con fuerza al ver tecnologías desconocidas! ¡Pero ahí llega el CP-0 para eliminar a Vegapunk!
96,MY HERO ACADEMIA VIGILANTE ILLEGALS Nº 09,KOHEI HORIKOSHI,https://res.cloudinary.com/de2ohcmjr/image/upload/v1709657804/proyecto13/myHeroAcademia_p4iujm.jpg,8.07,9,434,54,a han pasado varios años desde que iniciara su actividad como The Crawler; pero ahora Kôichi está inmerso en la búsqueda de un trabajo que le permita convertirse en un miembro útil para la sociedad. Aunque está muy ocupado haciendo entrevistas de trabajo a diario; intentará mantener la paz de Naruhata con todas sus fuerzas hasta el día en que se retire? Aunque; últimamente; tiene la sensación de que Pop le está? ¿¡evitando!?
97,ATAQUE A LOS TITANES 1,HAJIME ISAYAMA,https://res.cloudinary.com/de2ohcmjr/image/upload/v1709657812/proyecto13/shingeki_ifhnjv.jpg,7.50,9,453,23,La raza humana; antaño dueña del mundo; se enfrenta a la extinción a manos de los titanes; gigantescos monstruos de inteligencia limitada que cazan y devoran personas por diversión. Los supervivientes se hacinan e intentan sobrevivir en una pequeña ciudad…pero algunos ya están hartos: ¡van a atacar!
98,GUARDIANES DE LA NOCHE 1,KOYOHARU GOTOUGE,https://res.cloudinary.com/de2ohcmjr/image/upload/v1709657792/proyecto13/kimetsu_ghsved.jpg,8.55,9,234,65,¡SHÔNEN FANTASTICO AMBIENTADO EN EL JAPÓNEUDAL!anjirou Kamado es un chico alegre y trabajador que vive felizmente junto a su familia; hasta que un fatídico día un demoniolamado Muzan irrumpe en su vida matando a sus padres y maldice a su hermana pequeña convirtiendola en demonio. Tras estencidente; y con el propósito de vengar a sus padres y devolver a suermana Nezuko a la normalidad; decide convertirse en un asesino de demonios. Para ello; acude en ayuda de Sakonji Urokodaki;no de los asesinos de demonios más fuertes del mundo...ntre samuráis; afiladas katanas; demonios y otros seres mitológicos del folclore japones; este manga es una apuesta segura para losmantes del genero.
99,CHAINSAW MAN 13,TATSUKI FUJIMOTO,https://res.cloudinary.com/de2ohcmjr/image/upload/v1709657775/proyecto13/chainsawMan_i9gosk.jpg,8.55,9,545,54,Denji se muere de ganas de anunciar a bombo y platillo que él es Chainsaw Man; pero su ansia se da de bruces con la estricta vigilancia de Yoshida. Asa acude a visitar a la maltrecha Yûko y ambas comparten sus más oscuros secretos con la intención de profundizar en su amistad... con funestos resultados. ¡La inesperada intervención de un demonio convierte su relación en una película de terror!
100,LOS VENGADORES COSTA OESTE Nº 1,VV.AA.,https://res.cloudinary.com/de2ohcmjr/image/upload/v1709657774/proyecto13/avengers_ghm1qs.jpg,51.25,9,3453,45,Descubre el origen y primeras aventuras de Los Vengadores Costa Oeste; liderados por Ojo de Halcón y Pájaro Burlón bajo la guía de La Visión; y que reúne en su seno al más inesperado reparto de héroes. Una vez que Los Héroes Más Poderosos de la Tierra se han establecido en la soleada California; sus enemigos hacen cola para acabar con ellos. El más terrible es Ultrón; y desatará una guerra contra Los Vengadores como nunca se haya visto antes.
